fact_id,campaign_id,customer_id,channel_id,record_date,device,country,impressions,clicks,conversions,spend,revenue
83656,2352,2147,9,4/21/2022,DESKTOP,Spain,17050,469,10,217.19,904.42
83657,3370,939,13,19-Oct-22, Mobile,  France  ,1050,38,0,0.77,0
83658,502,2751,1,8/3/2024, Desktop,India,3439,106,3,128.92,397.1
83659,541,4888,14,3/14/2023,Mobile,Brazil,609,15,0,0.29,0
83660,4391,4616,1,6/28/2022,Desktop,United States,1716,43,1,57.86,87.41
83661,623,3877,10,4/19/2020,Mobile,,1294,6,0,2.11,0
83662,4990,75,9,9/7/2024,MOBILE,united states,2285,45,1,24.81,43.06
83663,4603,638,5,9/23/2022,Tablet,Canada,4701,23,0,80.14,0
83664,1963,1812,2,11/20/2023,Desktop,Australia,1610,26,0,23.81,
83665,604,3248,3,2/1/2019, Desktop,Netherlands,1968,30,0,29.16,0
83666,615,4519,9,26-Jun-20,Tablet,Britain,39444,735,21,312.23,2333.36
83667,3603,3835,13,25-Feb-24,Mobile,  United States  ,536,18,0,0.43,0
83668,2415,5014,8,4/7/2023, Mobile,AUSTRALIA,564,5,0,3.55,0
83669,388,12,9,4/16/2020,Mobile,Canada,1268,35,0,22.75,0
83670,1375,3104,3,30-05-2023,Mobile,United States,277,2,0,2.43,0
83671,615,1333,9,21-Jun-20, Mobile,Germany,500,10,0,4.3,0
83672,881,3456,5,3/7/2022,Desktop,Brazil,683,5,0,13.9,
83673,3444,2030,14,16-Sep-19,Mobile,Canada,5286,177,187,3.48,1760.69
83674,1063,1048,8,6/21/2020,Mobile,U.S.A.,11167,136,1,101.53,91.85
83675,180,1077,6,24-Mar-21,Mobile,Netherlands,3023,26,0,33.52,0
83676,6688,3639,10,4-Aug-19,Mobile,United States,1254,3,0,0.91,0
83677,1852,4176,8,2/23/2021,Mobile,South Africa,29360,379,5,292.63,119.42
83678,2755,2004,8,5/4/2019,Desktop,Nigeria,5205,70,0,45.1,0
83679,890,2921,11,24-10-2022,Mobile,UK,3955,4341,14,20.25,2072.87
83680,3953,105,15,7/7/2021,Mobile,India,1330,19,0,16.02,0
83681,8149,2422,2,11-Dec-23,Desktop,Australia,1324,32,0,25.5,0
83682,1068,2930,5,27-09-2023,Desktop,Philippines,825,5,0,11.51,0
83683,4718,5008,9,----,Mobile,India,14491,184,5,85.04,716.96
83684,2163,1861,12,5/28/2020,Mobile,Saudi Arabia,3534,113,5,59.88,477.64
83685,3766,3137,11,2/9/2023,Desktop,United Arab Emirates,172,4,0,0.34,0
83686,2636,3005,9,28-07-2020,Mobile,Netherlands,2776,55,1,22.06,169.64
83687,1402,2049,1,29-09-2021,Mobile,India,517,10,0,10.71,0
83688,679,1523,14,3/1/2022,Desktop,Indonesia,653,21,1,0.48,131.07
83689,1912,1622,6,28-06-2022,Tablet,Netherlands,161,0,0,0,0
83690,2636,1739,9,7/28/2020,Mobile,United Arab Emirates,2549,42,0,21.44,0
83691,2471,2438,14,10/19/2019,Desktop,  India  ,1219,31,1,0.56,131.41
83692,1756,2020,10,7/3/2019,Mobile,France,274,0,0,0,0
83693,595,456,2,14-Nov-19,Desktop,Brazil,6212,95,3,79.78,184.27
83694,3921,480,8,6/3/2021,Desktop,Australia,915,13,0,9.32,0
83695,3413,4599,7,6-Dec-20,Desktop,France,4195,55,1,46.63,77.41
83696,1650,1092,12,27-03-2020,Tablet,Indonesia,2246,45,2,22.45,116.35
83697,461,3586,1,14-09-2022,Tablet,U.K.,441,15,0,18.12,0
83698,2843,1999,13,3/15/2024,Mobile,Canada,972,28,1,0.45,103.24
83699,3266,616,9,24-05-2024,Mobile,Indonesia,4256,83,1,44.99,70.97
83700,881,1681,5,3-Mar-22,Mobile,Japan,1878,10,0,33.98,0
83701,4933,3132,2,29-May-20,Desktop,USA,3703,62,2,56.73,201.04
83702,1527,3047,13,3/20/2021,Desktop,Egypt,104,7,0,0.13,0
83703,3528,2560,12,19-Jul-23,Tablet,united states,3381,74,3,37.25,282.74
83704,864,2929,2,6/8/2019,,United Kingdom,3748,46,1,48.37,29.83
83705,479,,9,8/23/2021,Desktop,India,1585,42,0,22.8,0
83706,1388,4017,5,10/3/2021,Mobile,France,2622,8,0,28.13,0
83707,2197,2916,15,3/11/2021,Mobile,Egypt,1899,36,1,33.96,
83708,3717,1088,6,7/26/2020,Desktop,Japan,292,298,0,2.54,
83709,2811,1208,3,8/21/2024,Desktop,,3326,57,1,67.89,54.39
83710,1149,245,5,19-Nov-20,Desktop,France,3869,13,0,45.35,0
83711,214,1931,12,6/2/2019,MOBILE,Germany,557,9,0,6.13,0
83712,1608,4825,9,7-Oct-24,Tablet,Saudi Arabia,1607,28,0,12.9,0
83713,2575,6556,7,17-08-2022,Mobile,Spain,437,4,0,3.67,0
83714,651,4780,7,30-Jul-23,Mobile,Germany,14133,140,2,120.81,87.19
83715,1789,4826,15,7/28/2024,PC,Mexico,3432,96,0,105.72,
83716,1626,2929,11,5/19/2020,Mobile,Australia,2106,62,2,6.33,224.63
83717,1408,5061,3,22-Jul-20,Mobile,Philippines,2969,26,1,28.6,36.57
83718,1978,866,14,12/7/2022,Mobile,United Kingdom,2161,57,1,0.98,132.33
83719,3708,4542,5,31-Jul-21,Desktop,Canada,2653,25,0,96.71,0
83720,655,417,4,17-Jan-24,Mobile,United States,1280,21,0,14.56,0
83721,2243,4362,15,17-Feb-23,Mobile,Egypt,2049,38,0,27.22,0
83722,4048,4328,8,16-Jan-23,Mobile,Saudi Arabia,2579,36,0,21.9,0
83723,2936,2183,10,9-Nov-23,Desktop,United States,6395,29,0,10.92,
83724,2231,1267,15,20-Aug-23,Mobile,Mexico,8277,206,10,174.28,1028.84
83725,1744,2132,3,6/14/2020,Mobile,United States,1035,10,0,9.8,0
83726,3728,3664,6,19-Apr-23,Desktop,Germany,7726,77,1,70.99,100.12
83727,2990,,8,28-11-2021,Desktop,  Mexico  ,10087,152,2,89.59,108.51
83728,2761,1363,15,18-05-2021,Mobile,U.S.A.,8642,169,6,173.76,572
83729,1542,4410,15,5/10/2024,Desktop,United States,9141,201,5,134.05,426.14
83730,1434,3885,4,13-08-2023,Mobile,SAUDI ARABIA,2995,37,1,21.02,31.7
83731,5684,1937,13,17-Apr-22,Tablet,Germany,89,3,0,0.06,0
83732,945,4569,3,10/15/2019,Mobile,Egypt,7178,74,2,78.52,185.7
83733,4546,2989,13,4-Nov-21,Mobile,Saudi Arabia,1822,67,3,1.16,80.94
83734,706,1810,14,6/8/2023,Mobile,United States,328,8,0,0.2,0
83735,4603,3567,5,9/21/2022,Mobile,Egypt,945,3,0,11.34,0
83736,4750,1468,14,4-Nov-22, Mobile,France,927,32,1,0.66,263.77
83737,3457,3069,13,2/1/2024,Mobile,United States,3742,78,2,1.73,135.11
83738,2585,2565,2,8/7/2023,Mobile,  Nigeria  ,465,4,0,2.87,0
83739,5007,4646,9,11-Feb-19,Mobile,Philippines,656,10,0,5.96,0
83740,2121,1432,14,18-06-2020,Mobile,United Kingdom,4178,74,97,1.33,288.76
83741,4880,1362,5,3/7/2024,Desktop,United States,294,1,0,3.37,0
83742,2146,529,11,7/1/2024,Tablet,France,3706,129,5,11.25,342.8
83743,1258,793,8,9-Jan-23,Desktop,US,136,2,0,1.35,0
83744,2813,2571,12,12/1/2024,Mobile,Philippines,8360,229,4,92.34,415.58
83745,421,2413,11,26-Sep-23,Desktop,Italy,3396,220,10,20.36,825.21
83746,1748,853,4,9-May-23,Desktop,Japan,248,6,0,4.06,0
83747,269,2838,13,31-Jan-23,Mobile,U.A.E.,4953,218,5,5.11,598.99
83748,3428,1354,6,11/8/2019,Desktop,Egypt,803,11,0,14.73,0
83749,1760,5023,13,29-Oct-19,Desktop,France,1951,57,1,1.24,121.39
83750,3436,4775,14,1/8/2021,Mobile,Japan,406,11,0,0.26,0
83751,4045,3037,12,11-Nov-23,tablet,Australia,3547,64,2,37.18,199.87
83752,4867,3940,15,11/13/2019,Desktop,India,1487,32,0,33.39,0
83753,2990,1422,8,----,Mobile,US,255,4,0,2.78,0
83754,1767,2607,12,16-05-2022,Mobile,United States,496,12,0,6.01,0
83755,1213,1007,4,11/29/2021,Mobile,Saudi Arabia,1205,12,0,7.03,0
83756,479,4333,9,8/5/2021,DESKTOP,Italy,12124,350,7,175.31,1332
83757,3413,3910,7,11-Dec-20,Mobile,Brazil,3252,43,0,24.32,0
83758,2077,982,9,7/11/2021,Mobile,Australia,7678,152,4,68.79,334.79
83759,3036,3568,3,6/22/2024,Mobile,Egypt,1585,25,0,30.54,
83760,440,4613,3,4-Dec-21,Tablet,Japan,1412,13,0,15.26,0
83761,1041,4767,6,6/27/2021,Mobile,UK,6715,73,1,84.88,81.7
83762,739,2116,13,15-07-2021,Tablet,Philippines,3702,181,10,4.78,1226.85
83763,2234,3121,12,8/7/2021,Desktop,Brazil,1157,34,0,19.51,0
83764,419,3306,6,12-Oct-23,Mobile,Canada,289,2,0,1.75,0
83765,2813,2364,12,6-Dec-24,Mobile,Australia,1776,26,1,14.54,105.34
83766,1732,833,15,1/10/2019,Desktop,United States,1797,42,1,29.88,75.18
83767,562,1614,2,1/2/2022,Desktop,India,7053,136,3,113.23,246.27
83768,1467,5123,2,16-05-2022,Mobile,Spain,385,5,0,5.68,0
83769,770,3996,12,4/9/2023,Desktop,France,4839,137,3,64.67,226.57
83770,861,801,13,9-Jun-22,Desktop,SPAIN,1412,74,3,1.54,202.81
83771,2803,2325,3,6/11/2021,Tablet,  Netherlands  ,77100,893,22,889.22,1093.42
83772,271,1982,3,17-Oct-23,Mobile,United States,50715,643,10,636.15,520.98
83773,4857,2478,10,27-Jun-23, Desktop,U.S.A.,6516,32,0,14.61,0
83774,4855,1598,11,14-Oct-24,Desktop,Spain,2203,119,9,11.43,885.26
83775,3344,1693,5,10/4/2023,Tablet,UK,357,1,0,3.89,0
83776,9557,4767,5,25-Jul-19,Smartphone,United Kingdom,900,4,0,16.21,0
83777,1187,4951,7,24-Jun-24,Mobile,United Arab Emirates,302,2,0,1.51,0
83778,417,2340,3,6/29/2024,Mobile,United States,273,2,0,2.35,0
83779,2974,3748,1,4/16/2019,Desktop,South Africa,6041,109,2,118.99,182.53
83780,3403,1363,10,9/12/2021,Mobile,Australia,1875,5,0,1.81,0
83781,1936,3348,2,12/19/2021, Tablet ,Germany,5734,47,1,41.83,64.51
83782,7488,1255,8,7/25/2024,Desktop,UNITED STATES,6262,91,1,49.33,40.61
83783,4233,3947,5,2/25/2021,Desktop,India,482,3,0,8.84,0
83784,2213,4555,3,10-Dec-19,MOBILE,South Africa,486,4,0,4.29,0
83785,3394,1961,2,7/15/2019,Mobile,Italy,3537,52,1,56.17,72.44
83786,1033,409,11,12/26/2023,Mobile,Canada,6856,256,14,31.95,1139.73
83787,489,691,8,6/20/2023,Tablet,United Kingdom,670,6,0,5.55,0
83788,823,2186,8,5/18/2019,Mobile,Saudi Arabia,988,1353,0,12.11,0
83789,3657,1127,11,9/12/2022, Desktop,United States,2435,108,4,10.87,457.61
83790,1707,4761,11,7-Dec-23,Desktop,Mexico,3855,164,10,16.78,911.96
83791,760,4115,10,28-Jan-21,DESKTOP,India,3589,17,0,5.44,0
83792,3350,2182,11,15-Jun-21,Mobile,Canada,681,34,0,4.25,0
83793,4871,,11,11-Apr-20,Tablet,Netherlands,9720,382,422,32.7,1004.28
83794,3937,762,11,5/2/2022,Mobile,Australia,816,35,1,4.39,61.54
83795,2998,3421,7,8/13/2022,Mobile,Germany,453,7,0,4.84,
83796,291,2603,15,11/25/2022,Desktop,India,7253,181,7,152.62,954.39
83797,1137,1690,1,2/29/2024,Desktop,BRAZIL,1575,34,1,40.12,62.69
83798,3204,4569,3,4/1/2022,Desktop,Australia,6799,67,1,73.85,65.08
83799,2301,5059,2,10/15/2022,Desktop,Germany,1738,32,63,28.19,0
83800,3531,2890,15,27-Oct-21,Desktop,United States,1835,48,1,33.78,
83801,2306,546,6,1/5/2020,Mobile,Italy,2660,14,0,12.92,0
83802,2967,3413,15,8/22/2019,MOBILE,France,17107,331,7,346.85,509.79
83803,2422,3923,11,12/5/2023,Desktop,U.K.,960,49,4,4.59,297.22
83804,1845,4591,11,28-Aug-24,MOBILE,India,986,31,1,2.92,94.5
83805,3655,3246,5,14-Oct-19,Desktop,France,2530,20,0,74.97,0
83806,1875,2284,14,22-03-2021,Mobile,Australia,1585,49,2,0.79,212.32
83807,4048,4520,8,12/21/2022,Desktop,South Africa,5114,80,1,51.48,82.02
83808,1339,1445,3,5/3/2023,Mobile,Spain,943,13,0,15.24,0
83809,5077,123,2,3/13/2024,Desktop,Nigeria,7935,152,6,137.25,
83810,655,3767,4,1/13/2024,Tablet,Brazil,278,4,0,3.22,0
83811,6192,4415,13,1-Aug-22,TABLET,USA,3619,143,4,2.81,750.36
83812,4523,5102,13,12/17/2024,Mobile,Japan,1027,40,1,0.86,65.96
83813,2705,3723,14,9/7/2021,Mobile,France,9510,175,11,4.51,1591.06
83814,710,3515,10,12/13/2019,DESKTOP,Egypt,4292,22,0,10.2,0
83815,4179,1726,3,26-Jun-21,Desktop,Mexico,16965,261,5,202.74,382.06
83816,4323,2069,9,31-Jul-24,Desktop,Germany,1326,33,0,17.76,0
83817,1162,3943,14,13-08-2022,Mobile,Brazil,420,12,0,0.19,0
83818,4496,18,6,3/17/2024,Desktop,Egypt,4272,46,0,54.12,0
83819,2704,3970,5,5/25/2019,Smartphone,United States,142,1,0,3.31,0
83820,4963,573,3,12-Sep-23,Mobile,Germany,5083,61,1,65.77,72.61
83821,3699,2535,8,5-Jan-25,Desktop,Australia,9921,125,1,82.02,36.66
83822,1958,3496,11,15-Sep-20,PC,United Kingdom,16031,648,32,73.6,2752.89
83823,2553,473,10,29-05-2020,MOBILE,Germany,1481,6,0,2.45,0
83824,1,2426,10,28-Aug-24, Desktop,U.K.,206,0,0,0,0
83825,784,2397,14,8/7/2020,Desktop,Brazil,4633,101,6,2.04,734.25
83826,2306,684,6,25-01-2020,Tablet,united states,481,4,17,3.73,0
83827,2335,2674,12,3/11/2020, Mobile,United Kingdom,549,14,0,7.33,0
83828,2306,4131,6,20-Jan-20,Mobile,Canada,15796,99,1,102.88,62.58
83829,2330,292,14,8/20/2019,Desktop,Saudi Arabia,9924,224,9,3.95,1008.07
83830,2965,4456,5,12/9/2019,Desktop,  India  ,3320,3817,0,30.31,0
83831,2641,4346,2,8-Feb-24,Mobile,Nigeria,111,1,0,0.87,0
83832,2550,4863,1,12/16/2019,Tablet,Indonesia,5660,99,5,133.1,604.96
83833,461,3277,1,12-Sep-22,Mobile,United States,165,2,0,2.35,0
83834,637,1606,9,8/13/2022,Mobile,Australia,1937,44,1,23.28,63.41
83835,3828,2874,1,10/1/2022,Desktop,USA,1194,36,1,48.87,100.31
83836,2839,13,11,4/12/2019,Desktop,Australia,243,8,0,0.69,0
83837,1528,870,4,22-Jun-19,Mobile,Egypt,2091,40,1,19.29,55.67
83838,2305,119,7,5/18/2021,Mobile,Egypt,2338,37,0,26.32,0
83839,2770,2614,3,8/27/2024,Tablet,France,4814,43,2,41.33,119.17
83840,848,836,10,10/3/2019,mobile,Canada,592,1,0,0.41,0
83841,944,3420,4,5/23/2019,Mobile,Canada,6259,104,2,71.12,110.61
83842,3427,4582,5,27-Oct-23,Desktop,India,476,2,0,6.19,0
83843,848,544,10,10/1/2019,Mobile,Indonesia,3846,16,1,0,0
83844,142,350,2,8/24/2021,Mobile,United States,299,2,0,1.95,0
83845,1958,740,11,27-Sep-20,Mobile,Mexico,630,29,1,2.67,85.37
83846,2851,3131,1,10/12/2020,mobile,Canada,6609,194,10,0,1779.26
83847,3983,1542,6,11-Nov-19,Desktop,United States,3464,24,0,27.93,0
83848,4604,3033,12,11-Oct-22, Desktop,France,245,9,0,6.18,0
83849,2896,1401,13,10/20/2022,Desktop,United States,1668,98,3,2.21,444.35
83850,2852,4873,8,12/6/2022,Mobile,South Africa,501,6,0,4.32,0
83851,1535,4661,8,2/22/2023,Desktop,United States,735,12,0,10.48,0
83852,2896,3388,13,6/10/2022,Mobile,united states,1702,75,2,1.79,
83853,2739,182,3,13-05-2024,Mobile,Germany,4220,47,0,48.44,
83854,1723,1028,9,9-Jan-21,Mobile,Indonesia,380,5,0,2.27,0
83855,3413,2530,7,26-Dec-20,Mobile,United Arab Emirates,5803,28,44,23.9,0
83856,3501,240,14,6/8/2022,Mobile,India,2941,51,3,1.11,382.53
83857,2829,1712,15,3-Nov-22,Mobile,Egypt,2798,40,0,33.49,0
83858,2472,870,8,11-Apr-20,tablet,Australia,2241,38,0,26.22,0
83859,1935,560,14,18-Jul-22,Desktop,Italy,41278,1555,78,31.67,6523.62
83860,454,3075,3,8-Nov-21,Mobile,UNITED KINGDOM,2897,34,1,44.08,195.75
83861,3912,5126,12,4/25/2020, Desktop,Germany,6548,237,10,98.62,1036.04
83862,2609,4572,3,8/20/2019,Mobile,Germany,1977,31,0,26.88,0
83863,1234,3517,13,8/29/2024,Tablet,Japan,22667,755,22,16.95,1993.55
83864,210,3293,10,29-12-2020,Desktop,Mexico,301,1,0,0.45,0
83865,1865,3113,10,5-Jan-22,Mobile,Philippines,1687,4,0,1.53,0
83866,3125,3319,12,7/11/2023,Mobile,Britain,11607,234,11,127.55,1101.13
83867,2751,3076,10,7/3/2022,Mobile,India,522,2,0,0.92,0
83868,3072,792,3,9-Feb-21,Desktop,,427,6,0,7.54,0
83869,2095,4717,12,6/1/2023,DESKTOP,Canada,1908,46,2,28.09,138.75
83870,7815,255,3,6/21/2021,Mobile,Netherlands,508,5,0,4.09,
83871,1278,2088,15,2/7/2024,Mobile,Philippines,2340,59,1,50.11,107.41
83872,1255,4532,11,4/14/2020,MOBILE,Italy,1204,44,1,4.01,138.47
83873,632,2727,3,11-Aug-24, Mobile,Spain,58,0,0,0,0
83874,800,3602,9,1/28/2019,Tablet,UK,699,9,0,4.74,0
83875,988,2428,13,1/11/2021,Desktop,Germany,1252,54,0,1.21,0
83876,4644,2607,11,29-Jun-22,DESKTOP,Brazil,7523,299,18,30.47,2082.36
83877,3982,3934,9,6/6/2024,Desktop,Spain,1500,32,0,12.75,0
83878,2315,3470,1,11/6/2024,PC,Australia,1181,40,1,64.25,71.97
83879,4616,1572,14,3/15/2022,Mobile,United States,12526,317,18,6.6,4646.57
83880,1442,612,13,2/26/2021,Mobile,United States,1459,63,1,1.18,104.65
83881,1417,844,2,5/11/2019,Mobile,Australia,2221,20,0,11,0
83882,708,368,12,18-Oct-21,Mobile,United States,2694,47,2,25.32,225.38
83883,4971,1064,1,14-Jan-20,Mobile,US,5255,115,3,102.41,211.25
83884,210,1591,10,31-01-2021,Mobile,Germany,1471,5,0,2.02,0
83885,4343,3954,9,8/10/2023,Mobile,Australia,2825,40,0,18.26,0
83886,9004,4383,8,20-Dec-22,Mobile,Brazil,932,15,0,8.75,0
83887,1875,3079,14,21-01-2021,mobile ,Saudi Arabia,567,20,1,0.42,323.38
83888,3009,5113,1,30-Mar-19,mobile,Australia,1383,44,1,38.4,164.25
83889,5011,1308,1,10/20/2020,Mobile,South Africa,1185,33,1,35.31,121.87
83890,1616,657,7,1/1/2024,Mobile,United States,515,4,0,3.19,0
83891,4227,1774,4,8/2/2020,mobile ,Netherlands,262,4,0,2.9,0
83892,221,311,8,3/2/2021,Mobile,USA,487,4,0,2.81,0
83893,2990,3541,8,23-11-2021,Desktop,France,847,11,0,5.74,0
83894,3331,1754,11,3/7/2021,MOBILE,United Kingdom,5452,268,15,30.2,698.84
83895,2941,1810,12,4-Nov-22,Desktop,Germany,9481,242,8,145.72,1211.86
83896,792,4171,11,8/15/2021,Desktop,Germany,1895,91,4,11.2,303.01
83897,2306,4912,6,5/1/2020,Desktop,United States,5347,59,1,61.17,66.59
83898,4326,1444,8,14-09-2019,Mobile,  India  ,1459,26,0,15.53,0
83899,2833,3773,10,9/21/2023,Mobile,Saudi Arabia,6158,19,0,7.55,0
83900,2703,880,10,4-Feb-25,Desktop,Germany,870,3,0,1.3,0
83901,881,4026,5,7-Feb-22,Desktop,Brazil,2107,11,0,37.27,0
83902,3152,1117,3,26-Mar-20,Mobile,Canada,151,1,0,0.99,0
83903,424,2217,6,8-Jul-24,Desktop,Brazil,709,8,0,8.77,0
83904,617,3821,4,12/24/2019,Desktop,United Kingdom,6434,137,3,91.68,205.29
83905,2252,,11,9/16/2023,Desktop,United Kingdom,3413,161,4,14.82,347.08
83906,1625,223,8,6/30/2021,Desktop,united states,3270,54,0,37.26,0
83907,480,1208,7,7-Dec-22,Mobile,France,784,9,0,9.06,0
83908,3655,9171,5,10/13/2019,Mobile,United Kingdom,1342,5,0,19.7,0
83909,3598,3303,4,17-Mar-21,Mobile,United States,2028,40,0,21.71,0
83910,4059,1643,15,23-Nov-21,Mobile,Philippines,8702,147,5,100.78,548.74
83911,3503,828,8,6/21/2024,Desktop,France,537,8,0,5.15,0
83912,3907,1978,9,16-May-20,Desktop,ITALY,2952,52,1,30.99,144.68
83913,5068,3647,1,11/14/2022, Mobile,Germany,9043,310,17,300.65,1312.41
83914,4113,1243,1,6-May-22,Desktop,Australia,5722,207,13,299.81,1014.77
83915,3557,1639,7,22-Aug-19,Mobile,Germany,2230,38,1,34.92,86.74
83916,1084,2976,12,5/8/2023,Mobile,Japan,296,4,0,2,0
83917,5068,2652,1,11/14/2022,Desktop,Brazil,2063,69,5,87.32,328.17
83918,4578,1675,9,3/13/2019,Desktop,India,343,677,0,4.84,0
83919,1844,5009,11,17-Oct-21,Mobile,United States,701,23,0,2.37,0
83920,2176,1318,12,7/1/2024,Mobile,Germany,481,10,0,4.87,0
83921,1639,322,9,20-Mar-19,Tablet,United Kingdom,17411,252,7,131.27,338.83
83922,3959,3189,14,7/27/2023,Mobile,India,3981,59,2,0.88,167.05
83923,4512,728,10,----,Mobile,Germany,28082,90,0,32.56,0
83924,3951,1991,1,5/21/2021,Mobile,Germany,421,9,0,10.98,0
83925,2192,371,14,17-Feb-21, Mobile,India,1363,46,1,0.99,273.95
83926,48,3712,11,11/9/2019,Desktop,Mexico,1454,76,3,6.49,290.61
83927,2628,4401,9,9/15/2021,Mobile,SAUDI ARABIA,8558,152,3,75.19,275.4
83928,2732,3195,12,31-Oct-23,Desktop,United States,604,5,0,2.05,
83929,30,394,8,8/24/2024,Desktop,United Kingdom,1606,26,0,24.83,0
83930,4740,1343,10,8/9/2020,desktop,Germany,35452,212,1,77.24,90.91
83931,2575,4217,7,7/28/2022,Desktop,United Kingdom,932,14,0,12.74,0
83932,1354,2862,9,11/24/2020,mobile,India,19660,334,3,135.21,258.68
83933,4443,3696,9,1-Mar-24,Mobile,Canada,2615,50,2,28.94,220.38
83934,3932,1858,1,4/27/2024,Mobile,Egypt,2065,63,3,73.76,247.57
83935,210,2782,10,11-Dec-20,Mobile,Nigeria,12837,35,0,12.21,0
83936,1414,,5,10/4/2021,Desktop,Indonesia,396,2,0,7.12,0
83937,1857,729,4,2/17/2019,desktop,united states,1771,32,0,22.95,0
83938,1041,524,6,25-Jul-21,Mobile,Germany,20011,157,3,190.92,324.23
83939,3554,4072,6,8/5/2022,Desktop,Canada,1805,8,0,6.27,0
83940,4330,1954,6,4/7/2020,Mobile,Nigeria,1279,8,0,9.52,0
83941,360,1732,12,5/10/2019,Desktop,Canada,2746,89,4,41.72,458.59
83942,3720,56,14,5-Jun-22,Mobile,United States,2304,77,3,1.19,435.2
83943,4004,3556,5,28-02-2019,Mobile,Mexico,4181,27,0,118.58,0
83944,379,2016,15,5/15/2022,Desktop,United Kingdom,479,11,0,11.03,0
83945,4904,2687,2,5-Apr-20,MOBILE,Japan,404,3,0,2.81,0
83946,425,1421,2,3/16/2023,Mobile,Australia,1000,13,0,13.95,0
83947,572,1324,6,25-Jul-23, Desktop,United States,706,6,0,7.44,
83948,3642,83,6,4/11/2022,Mobile,Netherlands,1290,15,0,11.95,0
83949,1970,1346,4,13-Mar-23,Mobile,United Arab Emirates,2239,34,0,27.02,0
83950,2545,4997,6,11/1/2022,Mobile,Spain,2811,7,0,8.29,0
83951,3125,1594,12,11/18/2023,mobile,United Kingdom,3964,108,4,52.66,203.4
83952,2522,1209,8,1/20/2019,Desktop,Philippines,3335,69,0,34.89,0
83953,4756,280,8,29-Nov-22,Mobile,United Kingdom,2477,23,0,14.91,0
83954,5018,1321,2,3/28/2022,Tablet,Indonesia,2985,49,0,39.83,0
83955,4437,3025,15,12/13/2021,MOBILE,BRAZIL,1475,31,0,25.03,0
83956,3242,2669,1,12/7/2024,Tablet,Mexico,213,4,0,5.31,0
83957,7623,2899,2,----,Desktop,United States,833,18,0,18.86,0
83958,313,1736,4,11-Jul-24,Tablet,Brazil,434,6,0,4,0
83959,1958,169,11,30-Sep-20,Mobile,Canada,695,18,1,1.74,235.63
83960,3315,3395,10,5/15/2022,Mobile,Canada,1130,4,0,1.36,0
83961,4785,1838,6,12/8/2020,mobile,India,1019,9,0,10.36,0
83962,4187,4625,9,3/1/2024,Tablet,India,1677,39,1,20.65,86.16
83963,74,2124,7,15-Apr-22,Mobile,United States,12031,111,2,84.14,151.78
83964,2349,4683,7,1/22/2023,Desktop,Indonesia,2846,39,1,37.65,135.22
83965,1531,3254,1,24-08-2024,Desktop,Australia,2654,100,108,126.93,331.36
83966,4656,2368,3,21-Apr-24,Mobile,united states,3324,51,1,59.81,127.49
83967,2186,1827,9,7-Nov-19,desktop,Netherlands,908,23,0,10.04,0
83968,1956,1498,3,6-Oct-20,PC,Canada,218,2,0,2.02,0
83969,5099,503,9,12/8/2024,Mobile,United Kingdom,141,2,0,0.87,0
83970,3548,4271,4,7/16/2022,Mobile,Japan,125,2,0,1.07,0
83971,2370,1912,4,1/19/2024,Desktop,UNITED STATES,579,896,0,7.6,0
83972,4473,1396,4,31-Aug-20,Mobile,,1405,12,0,7.03,0
83973,1292,4637,9,26-Apr-19,Desktop,Spain,66243,2085,41,851.52,6233.6
83974,1255,3378,11,22-Apr-20,Desktop,Brazil,2051,121,5,14.47,233.37
83975,2936,2150,10,10/10/2023,Tablet,Nigeria,6311,22,0,9.26,0
83976,461,4574,1,2-Sep-22,Mobile,AUSTRALIA,6703,141,4,173.84,408.48
83977,4958,4720,5,2/25/2020,mobile ,Canada,3979,22,0,80.14,0
83978,4698,2539,12,29-07-2021,Mobile,US,13010,247,10,124.09,844.09
83979,3603,4916,13,3/10/2024,Tablet,United Arab Emirates,216,11,0,0.21,0
83980,421,4871,11,9/8/2023,Desktop,India,5223,272,9,20.96,1016.19
83981,1868,3903,4,6-Sep-21,MOBILE,Saudi Arabia,21125,430,6,327.52,449.04
83982,3881,4145,14,3/10/2021,Mobile,Italy,13447,442,10,9.83,711.61
83983,2575,2580,7,8/21/2022,Mobile,  United Kingdom  ,6010,96,1,68.66,59.53
83984,479,2245,9,8/19/2021,Mobile,Mexico,5215,94,2,35.69,154.55
83985,4751,1679,9,26-09-2020,Desktop,United Kingdom,1960,29,0,15.78,0
83986,2869,1423,1,31-Jan-19,Mobile,Mexico,775,18,0,26.62,0
83987,1475,4512,8,1/26/2021,Mobile,Australia,280,2,0,1.53,0
83988,3625,4295,12,18-Feb-20,DESKTOP,Netherlands,124,3,0,1.83,0
83989,1747,1757,1,3/30/2019,Mobile,Germany,16421,520,23,608.66,2382.21
83990,2641,3897,2,1-Feb-24,Desktop,US,1723,25,0,23.54,0
83991,1292,228,9,9/4/2019,Mobile,Brazil,9763,124,1,64.78,60.16
83992,2289,1164,3,20-Feb-23,Smartphone,India,1364,15,0,18.9,0
83993,4289,4484,9,10/16/2022,Mobile,Canada,948,17,0,7.61,0
83994,1934,1097,13,12/10/2020, Mobile,Brazil,1272,53,2,1.03,197.51
83995,479,4947,9,25-Aug-21,Mobile,Italy,13749,230,6,138.38,463.35
